"school";"student";"variable";"value"
"2294";"33";"122";"intake";"mid 50%"
"2295";"33";"121";"intake";"top 25%"
"2296";"33";"123";"intake";"mid 50%"
"2297";"33";"114";"intake";"bottom 25%"
"2298";"33";"120";"intake";"mid 50%"
"2299";"33";"115";"intake";"mid 50%"
"2300";"34";"123";"intake";"bottom 25%"
"2301";"34";"113";"intake";"mid 50%"
"2302";"34";"122";"intake";"top 25%"
"2303";"34";"108";"intake";"mid 50%"
"2305";"34";"135";"intake";"mid 50%"
"2306";"34";"137";"intake";"top 25%"
"2307";"34";"129";"intake";"mid 50%"
"2308";"34";"131";"intake";"mid 50%"
"2309";"34";"134";"intake";"mid 50%"
"2310";"34";"132";"intake";"top 25%"
"2311";"34";"72";"intake";"bottom 25%"
"2312";"34";"87";"intake";"top 25%"
"2313";"34";"88";"intake";"top 25%"
"2314";"34";"89";"intake";"bottom 25%"
"2315";"34";"74";"intake";"bottom 25%"
"2316";"34";"82";"intake";"bottom 25%"
"2317";"34";"80";"intake";"top 25%"
"2318";"34";"106";"intake";"mid 50%"
"2319";"34";"99";"intake";"bottom 25%"
"2320";"34";"97";"intake";"mid 50%"
"2321";"34";"100";"intake";"top 25%"
"2322";"34";"92";"intake";"mid 50%"
"2323";"34";"93";"intake";"mid 50%"
"2324";"34";"96";"intake";"mid 50%"
"2325";"34";"95";"intake";"mid 50%"
"2326";"35";"158";"intake";"mid 50%"
"2327";"35";"162";"intake";"mid 50%"
"2328";"35";"163";"intake";"mid 50%"
"2329";"35";"157";"intake";"mid 50%"
"2330";"35";"153";"intake";"mid 50%"
"2331";"35";"166";"intake";"mid 50%"
"2332";"35";"148";"intake";"mid 50%"
"2333";"35";"138";"intake";"mid 50%"
"2334";"35";"150";"intake";"mid 50%"
"2335";"35";"139";"intake";"mid 50%"
"2336";"35";"142";"intake";"bottom 25%"
"2337";"35";"140";"intake";"mid 50%"
"2338";"35";"144";"intake";"mid 50%"
"2339";"35";"198";"intake";"top 25%"
"2340";"35";"196";"intake";"mid 50%"
"2341";"35";"199";"intake";"mid 50%"
"2342";"35";"193";"intake";"mid 50%"
"2343";"35";"195";"intake";"bottom 25%"
"2344";"35";"194";"intake";"mid 50%"
"2346";"35";"208";"intake";"mid 50%"
"2347";"35";"210";"intake";"mid 50%"
"2348";"35";"202";"intake";"mid 50%"
"2349";"35";"204";"intake";"mid 50%"
"2350";"35";"207";"intake";"mid 50%"
"2351";"35";"205";"intake";"mid 50%"
"2352";"35";"167";"intake";"mid 50%"
"2353";"35";"173";"intake";"bottom 25%"
"2354";"35";"176";"intake";"top 25%"
"2357";"35";"187";"intake";"mid 50%"
"2358";"35";"186";"intake";"bottom 25%"
"2360";"35";"180";"intake";"mid 50%"
"2361";"35";"181";"intake";"bottom 25%"
"2362";"35";"185";"intake";"mid 50%"
"2363";"35";"184";"intake";"mid 50%"
"2364";"36";"245";"intake";"mid 50%"
"2365";"36";"248";"intake";"mid 50%"
"2366";"36";"237";"intake";"bottom 25%"
"2367";"36";"242";"intake";"mid 50%"
"2368";"36";"240";"intake";"mid 50%"
"2369";"36";"241";"intake";"top 25%"
"2370";"36";"265";"intake";"mid 50%"
"2371";"36";"261";"intake";"top 25%"
"2372";"36";"264";"intake";"mid 50%"
"2373";"36";"251";"intake";"mid 50%"
"2374";"36";"252";"intake";"mid 50%"
"2375";"36";"260";"intake";"bottom 25%"
"2376";"36";"256";"intake";"mid 50%"
"2377";"36";"236";"intake";"top 25%"
"2378";"36";"322";"intake";"mid 50%"
"2379";"36";"320";"intake";"top 25%"
"2380";"36";"325";"intake";"mid 50%"
"2381";"36";"323";"intake";"mid 50%"
"2382";"36";"326";"intake";"mid 50%"
"2383";"36";"315";"intake";"bottom 25%"
"2384";"36";"313";"intake";"bottom 25%"
"2385";"36";"319";"intake";"mid 50%"
"2386";"36";"318";"intake";"bottom 25%"
"2387";"36";"317";"intake";"mid 50%"
"2388";"36";"340";"intake";"mid 50%"
"2389";"36";"336";"intake";"mid 50%"
"2390";"36";"344";"intake";"top 25%"
"2391";"36";"341";"intake";"mid 50%"
"2392";"36";"342";"intake";"bottom 25%"
"2393";"36";"327";"intake";"mid 50%"
"2394";"36";"329";"intake";"mid 50%"
"2395";"36";"330";"intake";"bottom 25%"
"2396";"36";"328";"intake";"mid 50%"
"2397";"36";"284";"intake";"top 25%"
"2398";"36";"282";"intake";"mid 50%"
"2399";"36";"285";"intake";"bottom 25%"
"2400";"36";"286";"intake";"bottom 25%"
"2401";"36";"288";"intake";"bottom 25%"
"2402";"36";"270";"intake";"mid 50%"
"2403";"36";"269";"intake";"mid 50%"
"2404";"36";"275";"intake";"bottom 25%"
"2405";"36";"277";"intake";"bottom 25%"
"2406";"36";"311";"intake";"bottom 25%"
"2407";"36";"306";"intake";"mid 50%"
"2408";"36";"310";"intake";"bottom 25%"
"2409";"36";"309";"intake";"mid 50%"
"2410";"36";"289";"intake";"mid 50%"
"2411";"36";"293";"intake";"mid 50%"
"2412";"36";"294";"intake";"mid 50%"
"2413";"36";"290";"intake";"mid 50%"
"2414";"36";"298";"intake";"bottom 25%"
"2415";"36";"296";"intake";"bottom 25%"
"2416";"36";"345";"intake";"mid 50%"
"2417";"36";"356";"intake";"mid 50%"
"2418";"36";"355";"intake";"bottom 25%"
"2419";"36";"235";"intake";"mid 50%"
"2420";"36";"224";"intake";"bottom 25%"
"2421";"36";"218";"intake";"mid 50%"
"2422";"36";"221";"intake";"bottom 25%"
"2423";"36";"219";"intake";"top 25%"
"2424";"36";"216";"intake";"mid 50%"
"2426";"36";"232";"intake";"mid 50%"
"2427";"36";"226";"intake";"mid 50%"
"2428";"36";"227";"intake";"bottom 25%"
"2430";"36";"229";"intake";"mid 50%"
"2431";"36";"230";"intake";"bottom 25%"
"2432";"36";"212";"intake";"top 25%"
"2433";"36";"352";"intake";"top 25%"
"2434";"37";"383";"intake";"bottom 25%"
"2435";"37";"394";"intake";"top 25%"
"2437";"37";"390";"intake";"mid 50%"
"2438";"37";"393";"intake";"top 25%"
"2439";"37";"389";"intake";"mid 50%"
"2440";"37";"387";"intake";"top 25%"
"2441";"37";"423";"intake";"top 25%"
"2442";"37";"429";"intake";"top 25%"
"2443";"37";"431";"intake";"top 25%"
"2444";"37";"404";"intake";"mid 50%"
"2445";"37";"400";"intake";"mid 50%"
"2446";"37";"397";"intake";"mid 50%"
"2447";"37";"409";"intake";"top 25%"
"2448";"37";"408";"intake";"top 25%"
"2449";"37";"369";"intake";"top 25%"
"2450";"37";"370";"intake";"top 25%"
"2451";"37";"366";"intake";"mid 50%"
"2452";"37";"374";"intake";"mid 50%"
"2453";"37";"371";"intake";"mid 50%"
"2454";"37";"372";"intake";"mid 50%"
"2455";"37";"363";"intake";"mid 50%"
"2456";"38";"461";"intake";"mid 50%"
"2457";"38";"462";"intake";"top 25%"
"2458";"38";"464";"intake";"bottom 25%"
"2459";"38";"456";"intake";"mid 50%"
"2460";"38";"460";"intake";"mid 50%"
"2461";"38";"457";"intake";"mid 50%"
"2462";"38";"469";"intake";"bottom 25%"
"2463";"38";"471";"intake";"mid 50%"
"2464";"38";"465";"intake";"bottom 25%"
"2465";"38";"467";"intake";"mid 50%"
"2466";"38";"440";"intake";"mid 50%"
"2467";"38";"442";"intake";"mid 50%"
"2468";"38";"444";"intake";"bottom 25%"
"2469";"38";"436";"intake";"mid 50%"
"2470";"38";"439";"intake";"mid 50%"
"2471";"38";"438";"intake";"mid 50%"
"2472";"38";"454";"intake";"mid 50%"
"2473";"38";"452";"intake";"top 25%"
"2474";"38";"446";"intake";"mid 50%"
"2475";"38";"448";"intake";"bottom 25%"
"2476";"38";"447";"intake";"bottom 25%"
"2477";"38";"472";"intake";"top 25%"
"2478";"38";"474";"intake";"mid 50%"
"2479";"38";"531";"intake";"bottom 25%"
"2480";"38";"529";"intake";"mid 50%"
"2481";"38";"532";"intake";"mid 50%"
"2482";"38";"536";"intake";"top 25%"
"2483";"38";"539";"intake";"mid 50%"
"2484";"38";"524";"intake";"mid 50%"
"2485";"38";"513";"intake";"mid 50%"
"2486";"38";"528";"intake";"top 25%"
"2487";"38";"526";"intake";"top 25%"
"2488";"38";"527";"intake";"mid 50%"
"2489";"38";"511";"intake";"mid 50%"
"2490";"38";"557";"intake";"top 25%"
"2491";"38";"541";"intake";"mid 50%"
"2492";"38";"543";"intake";"mid 50%"
"2493";"38";"558";"intake";"mid 50%"
"2494";"38";"490";"intake";"mid 50%"
"2495";"38";"491";"intake";"mid 50%"
"2496";"38";"476";"intake";"bottom 25%"
"2497";"38";"480";"intake";"mid 50%"
"2498";"38";"477";"intake";"mid 50%"
"2499";"38";"478";"intake";"mid 50%"
"2500";"38";"509";"intake";"mid 50%"
"2501";"38";"502";"intake";"mid 50%"
"2502";"38";"506";"intake";"top 25%"
"2503";"38";"507";"intake";"mid 50%"
"2504";"38";"492";"intake";"mid 50%"
"2505";"38";"494";"intake";"mid 50%"
"2506";"38";"499";"intake";"bottom 25%"
"2507";"38";"495";"intake";"top 25%"
"2508";"38";"496";"intake";"top 25%"
"2509";"38";"559";"intake";"mid 50%"
"2510";"39";"590";"intake";"mid 50%"
"2511";"39";"588";"intake";"mid 50%"
"2512";"39";"586";"intake";"mid 50%"
"2513";"39";"594";"intake";"top 25%"
"2514";"39";"592";"intake";"mid 50%"
"2515";"39";"595";"intake";"bottom 25%"
"2516";"39";"579";"intake";"mid 50%"
"2517";"39";"580";"intake";"mid 50%"
"2518";"39";"578";"intake";"mid 50%"
"2519";"39";"585";"intake";"mid 50%"
"2520";"39";"581";"intake";"top 25%"
"2521";"39";"582";"intake";"mid 50%"
"2522";"39";"577";"intake";"bottom 25%"
"2523";"39";"610";"intake";"mid 50%"
"2524";"39";"612";"intake";"bottom 25%"
"2525";"39";"609";"intake";"mid 50%"
"2526";"39";"607";"intake";"mid 50%"
"2527";"39";"616";"intake";"mid 50%"
"2528";"39";"613";"intake";"bottom 25%"
"2529";"39";"596";"intake";"mid 50%"
"2530";"39";"599";"intake";"bottom 25%"
"2531";"39";"597";"intake";"top 25%"
"2532";"39";"604";"intake";"bottom 25%"
"2533";"39";"602";"intake";"top 25%"
"2534";"39";"600";"intake";"bottom 25%"
"2535";"39";"601";"intake";"mid 50%"
"2536";"39";"617";"intake";"mid 50%"
"2537";"39";"575";"intake";"mid 50%"
"2538";"39";"569";"intake";"top 25%"
"2539";"39";"570";"intake";"bottom 25%"
"2540";"39";"568";"intake";"top 25%"
"2541";"39";"567";"intake";"top 25%"
"2542";"39";"571";"intake";"mid 50%"
"2543";"39";"572";"intake";"mid 50%"
"2544";"39";"560";"intake";"mid 50%"
"2545";"39";"561";"intake";"mid 50%"
"2546";"39";"565";"intake";"bottom 25%"
"2547";"39";"564";"intake";"mid 50%"
"2548";"39";"563";"intake";"top 25%"
"2549";"39";"618";"intake";"mid 50%"
"2550";"39";"627";"intake";"bottom 25%"
"2551";"39";"620";"intake";"top 25%"
"2552";"39";"623";"intake";"bottom 25%"
"2553";"39";"621";"intake";"mid 50%"
"2554";"39";"622";"intake";"mid 50%"
"2555";"39";"633";"intake";"mid 50%"
"2556";"39";"631";"intake";"mid 50%"
"2557";"39";"632";"intake";"bottom 25%"
"2558";"40";"659";"intake";"mid 50%"
"2559";"40";"654";"intake";"top 25%"
"2560";"40";"655";"intake";"bottom 25%"
"2561";"40";"656";"intake";"bottom 25%"
"2562";"40";"661";"intake";"mid 50%"
"2563";"40";"647";"intake";"mid 50%"
"2564";"40";"648";"intake";"mid 50%"
"2565";"40";"646";"intake";"mid 50%"
"2566";"40";"653";"intake";"mid 50%"
"2567";"40";"652";"intake";"mid 50%"
"2568";"40";"649";"intake";"bottom 25%"
"2569";"40";"650";"intake";"top 25%"
"2570";"40";"645";"intake";"mid 50%"
"2571";"40";"691";"intake";"mid 50%"
"2572";"40";"692";"intake";"mid 50%"
"2573";"40";"693";"intake";"mid 50%"
"2575";"40";"686";"intake";"mid 50%"
"2576";"40";"703";"intake";"top 25%"
"2577";"40";"705";"intake";"bottom 25%"
"2578";"40";"696";"intake";"mid 50%"
"2579";"40";"697";"intake";"bottom 25%"
"2580";"40";"699";"intake";"mid 50%"
"2581";"40";"698";"intake";"mid 50%"
"2582";"40";"662";"intake";"mid 50%"
"2583";"40";"668";"intake";"top 25%"
"2584";"40";"669";"intake";"mid 50%"
"2585";"40";"672";"intake";"bottom 25%"
"2586";"40";"663";"intake";"bottom 25%"
"2587";"40";"667";"intake";"mid 50%"
"2588";"40";"664";"intake";"mid 50%"
"2589";"40";"684";"intake";"mid 50%"
"2590";"40";"683";"intake";"bottom 25%"
"2591";"40";"679";"intake";"mid 50%"
"2592";"40";"681";"intake";"top 25%"
"2593";"40";"680";"intake";"mid 50%"
"2594";"40";"635";"intake";"mid 50%"
"2595";"40";"641";"intake";"mid 50%"
"2596";"40";"643";"intake";"mid 50%"
"2597";"40";"638";"intake";"bottom 25%"
"2598";"40";"640";"intake";"mid 50%"
"2599";"40";"639";"intake";"bottom 25%"
"2600";"40";"707";"intake";"mid 50%"
"2601";"40";"737";"intake";"mid 50%"
"2602";"40";"739";"intake";"mid 50%"
"2603";"40";"735";"intake";"bottom 25%"
"2604";"40";"734";"intake";"bottom 25%"
"2605";"40";"743";"intake";"top 25%"
"2606";"40";"740";"intake";"bottom 25%"
"2607";"40";"741";"intake";"mid 50%"
"2608";"40";"744";"intake";"mid 50%"
"2610";"40";"728";"intake";"top 25%"
"2611";"40";"725";"intake";"bottom 25%"
"2612";"40";"733";"intake";"mid 50%"
"2613";"40";"732";"intake";"mid 50%"
"2614";"40";"729";"intake";"top 25%"
"2615";"40";"730";"intake";"mid 50%"
"2616";"40";"724";"intake";"mid 50%"
"2617";"40";"711";"intake";"bottom 25%"
"2618";"40";"714";"intake";"bottom 25%"
"2619";"40";"715";"intake";"bottom 25%"
"2620";"40";"708";"intake";"mid 50%"
"2621";"40";"710";"intake";"top 25%"
"2622";"40";"709";"intake";"mid 50%"
"2623";"40";"745";"intake";"mid 50%"
"2624";"40";"747";"intake";"top 25%"
"2625";"40";"746";"intake";"mid 50%"
"2626";"40";"722";"intake";"bottom 25%"
"2627";"40";"723";"intake";"mid 50%"
"2629";"41";"792";"intake";"mid 50%"
"2630";"41";"796";"intake";"bottom 25%"
"2631";"41";"779";"intake";"top 25%"
"2632";"41";"783";"intake";"mid 50%"
"2633";"41";"778";"intake";"top 25%"
"2634";"41";"773";"intake";"top 25%"
"2635";"41";"790";"intake";"top 25%"
"2636";"41";"787";"intake";"mid 50%"
"2637";"41";"789";"intake";"mid 50%"
"2638";"41";"786";"intake";"top 25%"
"2639";"41";"785";"intake";"mid 50%"
"2640";"41";"770";"intake";"top 25%"
"2641";"41";"835";"intake";"mid 50%"
"2642";"41";"840";"intake";"mid 50%"
"2643";"41";"841";"intake";"mid 50%"
"2644";"41";"842";"intake";"mid 50%"
"2645";"41";"831";"intake";"top 25%"
"2647";"41";"852";"intake";"mid 50%"
"2648";"41";"850";"intake";"mid 50%"
"2649";"41";"853";"intake";"mid 50%"
"2650";"41";"854";"intake";"bottom 25%"
"2651";"41";"843";"intake";"mid 50%"
"2652";"41";"845";"intake";"mid 50%"
"2653";"41";"844";"intake";"bottom 25%"
"2654";"41";"849";"intake";"bottom 25%"
"2655";"41";"846";"intake";"mid 50%"
"2656";"41";"847";"intake";"mid 50%"
"2657";"41";"797";"intake";"mid 50%"
"2658";"41";"810";"intake";"mid 50%"
"2659";"41";"811";"intake";"mid 50%"
"2660";"41";"798";"intake";"mid 50%"
"2661";"41";"801";"intake";"mid 50%"
"2663";"41";"829";"intake";"mid 50%"
"2664";"41";"825";"intake";"mid 50%"
"2665";"41";"824";"intake";"mid 50%"
"2666";"41";"826";"intake";"mid 50%"
"2667";"41";"828";"intake";"mid 50%"
"2668";"41";"817";"intake";"bottom 25%"
"2669";"41";"814";"intake";"mid 50%"
"2670";"41";"818";"intake";"mid 50%"
"2671";"41";"819";"intake";"mid 50%"
"2672";"41";"855";"intake";"mid 50%"
"2673";"41";"757";"intake";"mid 50%"
"2674";"41";"766";"intake";"mid 50%"
"2675";"41";"767";"intake";"top 25%"
"2676";"41";"758";"intake";"mid 50%"
"2677";"41";"762";"intake";"mid 50%"
"2680";"41";"880";"intake";"mid 50%"
"2681";"41";"867";"intake";"mid 50%"
"2682";"41";"868";"intake";"bottom 25%"
"2683";"41";"865";"intake";"bottom 25%"
"2684";"41";"873";"intake";"top 25%"
"2685";"41";"872";"intake";"bottom 25%"
"2686";"41";"870";"intake";"mid 50%"
"2687";"41";"864";"intake";"mid 50%"
"2688";"41";"860";"intake";"bottom 25%"
"2689";"42";"116";"intake";"mid 50%"
"2690";"42";"118";"intake";"mid 50%"
"2691";"42";"127";"intake";"mid 50%"
"2692";"42";"124";"intake";"mid 50%"
"2693";"42";"125";"intake";"bottom 25%"
"2694";"42";"122";"intake";"mid 50%"
"2695";"42";"36";"intake";"bottom 25%"
"2696";"42";"31";"intake";"mid 50%"
"2697";"42";"34";"intake";"mid 50%"
"2698";"42";"33";"intake";"mid 50%"
"2699";"42";"128";"intake";"mid 50%"
"2700";"42";"132";"intake";"top 25%"
"2701";"42";"131";"intake";"mid 50%"
"2702";"42";"28";"intake";"mid 50%"
"2703";"42";"63";"intake";"bottom 25%"
"2704";"42";"64";"intake";"mid 50%"
"2705";"42";"65";"intake";"top 25%"
"2706";"42";"61";"intake";"mid 50%"
"2708";"42";"71";"intake";"top 25%"
"2709";"42";"68";"intake";"bottom 25%"
"2710";"42";"44";"intake";"mid 50%"
"2711";"42";"46";"intake";"mid 50%"
"2712";"42";"47";"intake";"mid 50%"
"2714";"42";"42";"intake";"mid 50%"
"2715";"42";"54";"intake";"mid 50%"
"2716";"42";"55";"intake";"bottom 25%"
"2718";"42";"53";"intake";"bottom 25%"
"2719";"42";"52";"intake";"mid 50%"
"2720";"42";"99";"intake";"mid 50%"
"2721";"42";"100";"intake";"bottom 25%"
"2722";"42";"96";"intake";"mid 50%"
"2723";"42";"77";"intake";"mid 50%"
"2724";"42";"80";"intake";"mid 50%"
"2725";"42";"82";"intake";"bottom 25%"
"2726";"42";"79";"intake";"mid 50%"
"2727";"42";"88";"intake";"mid 50%"
"2728";"42";"83";"intake";"top 25%"
"2729";"42";"84";"intake";"mid 50%"
"2730";"42";"87";"intake";"bottom 25%"
"2731";"42";"85";"intake";"mid 50%"
"2732";"42";"40";"intake";"mid 50%"
"2733";"42";"11";"intake";"mid 50%"
"2734";"42";"13";"intake";"mid 50%"
"2735";"42";"14";"intake";"mid 50%"
"2736";"42";"10";"intake";"mid 50%"
"2737";"42";"9";"intake";"bottom 25%"
"2738";"42";"3";"intake";"mid 50%"
"2739";"42";"24";"intake";"bottom 25%"
"2740";"42";"23";"intake";"mid 50%"
"2741";"42";"25";"intake";"mid 50%"
"2742";"42";"16";"intake";"mid 50%"
"2743";"42";"17";"intake";"bottom 25%"
"2744";"42";"19";"intake";"top 25%"
"2745";"42";"2";"intake";"mid 50%"
"2746";"42";"1";"intake";"mid 50%"
"2747";"43";"33";"intake";"mid 50%"
"2748";"43";"74";"intake";"mid 50%"
"2749";"43";"73";"intake";"mid 50%"
"2750";"43";"72";"intake";"bottom 25%"
"2751";"43";"75";"intake";"mid 50%"
"2752";"43";"77";"intake";"mid 50%"
"2753";"43";"65";"intake";"mid 50%"
"2754";"43";"66";"intake";"mid 50%"
"2755";"43";"67";"intake";"bottom 25%"
"2756";"43";"63";"intake";"bottom 25%"
"2757";"43";"87";"intake";"bottom 25%"
"2758";"43";"86";"intake";"mid 50%"
"2759";"43";"86";"intake";"top 25%"
"2760";"43";"90";"intake";"bottom 25%"
"2761";"43";"92";"intake";"top 25%"
"2762";"43";"79";"intake";"bottom 25%"
"2763";"43";"81";"intake";"bottom 25%"
"2764";"43";"80";"intake";"mid 50%"
"2765";"43";"85";"intake";"bottom 25%"
"2766";"43";"83";"intake";"bottom 25%"
"2767";"43";"42";"intake";"mid 50%"
"2768";"43";"41";"intake";"mid 50%"
"2769";"43";"40";"intake";"top 25%"
"2770";"43";"44";"intake";"mid 50%"
"2771";"43";"45";"intake";"top 25%"
"2772";"43";"34";"intake";"bottom 25%"
"2773";"43";"37";"intake";"mid 50%"
"2774";"43";"62";"intake";"mid 50%"
"2775";"43";"59";"intake";"bottom 25%"
"2776";"43";"58";"intake";"mid 50%"
"2777";"43";"57";"intake";"bottom 25%"
"2778";"43";"60";"intake";"bottom 25%"
"2779";"43";"61";"intake";"mid 50%"
"2780";"43";"48";"intake";"mid 50%"
"2781";"43";"50";"intake";"bottom 25%"
"2782";"43";"49";"intake";"mid 50%"
"2783";"43";"56";"intake";"top 25%"
"2784";"43";"54";"intake";"top 25%"
"2785";"43";"51";"intake";"mid 50%"
"2786";"43";"53";"intake";"bottom 25%"
"2787";"43";"1";"intake";"bottom 25%"
"2788";"43";"15";"intake";"mid 50%"
"2789";"43";"19";"intake";"top 25%"
"2790";"43";"20";"intake";"top 25%"
"2791";"43";"14";"intake";"mid 50%"
"2792";"43";"13";"intake";"top 25%"
"2793";"43";"9";"intake";"bottom 25%"
"2794";"43";"29";"intake";"mid 50%"
"2795";"43";"30";"intake";"bottom 25%"
"2796";"43";"22";"intake";"bottom 25%"
"2797";"43";"24";"intake";"mid 50%"
"2798";"43";"31";"intake";"mid 50%"
"2799";"43";"25";"intake";"bottom 25%"
"2800";"43";"32";"intake";"mid 50%"
"2801";"43";"26";"intake";"bottom 25%"
"2802";"43";"4";"intake";"bottom 25%"
"2803";"43";"2";"intake";"bottom 25%"
"2804";"43";"8";"intake";"top 25%"
"2805";"43";"7";"intake";"mid 50%"
"2806";"43";"5";"intake";"bottom 25%"
"2807";"43";"6";"intake";"mid 50%"
"2808";"44";"58";"intake";"mid 50%"
"2809";"44";"59";"intake";"mid 50%"
"2810";"44";"60";"intake";"mid 50%"
"2811";"44";"75";"intake";"mid 50%"
"2812";"44";"71";"intake";"bottom 25%"
"2813";"44";"70";"intake";"mid 50%"
"2814";"44";"67";"intake";"mid 50%"
"2815";"44";"66";"intake";"mid 50%"
"2816";"44";"9";"intake";"mid 50%"
"2817";"44";"31";"intake";"mid 50%"
"2818";"44";"32";"intake";"mid 50%"
"2819";"44";"33";"intake";"top 25%"
"2820";"44";"30";"intake";"top 25%"
"2821";"44";"29";"intake";"top 25%"
"2822";"44";"27";"intake";"mid 50%"
"2823";"44";"39";"intake";"mid 50%"
"2824";"44";"40";"intake";"mid 50%"
"2825";"44";"43";"intake";"bottom 25%"
"2826";"44";"14";"intake";"mid 50%"
"2827";"44";"10";"intake";"top 25%"
"2828";"44";"22";"intake";"mid 50%"
"2829";"44";"20";"intake";"top 25%"
"2830";"44";"21";"intake";"mid 50%"
"2831";"44";"15";"intake";"mid 50%"
"2832";"44";"16";"intake";"mid 50%"
"2833";"44";"19";"intake";"mid 50%"
"2834";"44";"18";"intake";"mid 50%"
"2835";"44";"53";"intake";"mid 50%"
"2836";"44";"54";"intake";"mid 50%"
"2837";"45";"833";"intake";"mid 50%"
"2838";"45";"832";"intake";"mid 50%"
"2839";"45";"841";"intake";"mid 50%"
"2840";"45";"835";"intake";"mid 50%"
"2841";"45";"840";"intake";"mid 50%"
"2842";"45";"831";"intake";"bottom 25%"
"2843";"45";"854";"intake";"mid 50%"
"2844";"45";"853";"intake";"bottom 25%"
"2845";"45";"855";"intake";"mid 50%"
"2846";"45";"843";"intake";"mid 50%"
"2847";"45";"846";"intake";"top 25%"
"2848";"45";"850";"intake";"mid 50%"
"2850";"45";"815";"intake";"mid 50%"
"2852";"45";"804";"intake";"top 25%"
"2853";"45";"807";"intake";"bottom 25%"
"2854";"45";"806";"intake";"mid 50%"
"2855";"45";"825";"intake";"mid 50%"
"2856";"45";"828";"intake";"mid 50%"
"2858";"45";"820";"intake";"mid 50%"
"2859";"45";"822";"intake";"top 25%"
"2860";"45";"821";"intake";"mid 50%"
"2861";"45";"803";"intake";"mid 50%"
"2862";"45";"903";"intake";"mid 50%"
"2863";"45";"913";"intake";"mid 50%"
"2864";"45";"909";"intake";"mid 50%"
"2865";"45";"902";"intake";"top 25%"
"2866";"45";"859";"intake";"mid 50%"
"2867";"45";"874";"intake";"bottom 25%"
"2868";"45";"873";"intake";"mid 50%"
"2870";"45";"878";"intake";"mid 50%"
"2871";"45";"879";"intake";"mid 50%"
"2872";"45";"861";"intake";"top 25%"
"2874";"45";"862";"intake";"mid 50%"
"2875";"45";"863";"intake";"mid 50%"
"2876";"45";"889";"intake";"mid 50%"
"2877";"45";"891";"intake";"top 25%"
"2878";"45";"881";"intake";"mid 50%"
"2879";"45";"884";"intake";"bottom 25%"
"2880";"45";"888";"intake";"mid 50%"
"2881";"45";"886";"intake";"bottom 25%"
"2882";"45";"887";"intake";"mid 50%"
"2883";"45";"442";"intake";"top 25%"
"2884";"45";"268";"intake";"mid 50%"
"2885";"45";"499";"intake";"bottom 25%"
"2886";"45";"42";"intake";"bottom 25%"
"2887";"45";"76";"intake";"mid 50%"
"2888";"45";"249";"intake";"bottom 25%"
"2889";"45";"161";"intake";"top 25%"
"2890";"46";"80";"intake";"mid 50%"
"2891";"46";"82";"intake";"mid 50%"
"2892";"46";"83";"intake";"bottom 25%"
"2893";"46";"76";"intake";"mid 50%"
"2894";"46";"79";"intake";"bottom 25%"
"2895";"46";"78";"intake";"bottom 25%"
"2896";"46";"75";"intake";"mid 50%"
"2897";"46";"91";"intake";"mid 50%"
"2898";"46";"84";"intake";"mid 50%"
"2899";"46";"87";"intake";"mid 50%"
"2900";"46";"90";"intake";"bottom 25%"
"2901";"46";"88";"intake";"top 25%"
"2902";"46";"89";"intake";"bottom 25%"
"2903";"46";"96";"intake";"bottom 25%"
"2905";"46";"58";"intake";"bottom 25%"
"2906";"46";"59";"intake";"mid 50%"
"2907";"46";"48";"intake";"top 25%"
"2908";"46";"49";"intake";"top 25%"
"2909";"46";"50";"intake";"bottom 25%"
"2910";"46";"73";"intake";"mid 50%"
"2912";"46";"66";"intake";"mid 50%"
"2913";"46";"70";"intake";"mid 50%"
"2914";"46";"71";"intake";"mid 50%"
"2915";"46";"60";"intake";"top 25%"
"2916";"46";"61";"intake";"mid 50%"
"2917";"46";"65";"intake";"mid 50%"
"2918";"46";"63";"intake";"mid 50%"
"2919";"46";"47";"intake";"top 25%"
"2920";"46";"130";"intake";"mid 50%"
"2921";"46";"128";"intake";"top 25%"
"2922";"46";"123";"intake";"mid 50%"
"2923";"46";"125";"intake";"mid 50%"
"2924";"46";"126";"intake";"mid 50%"
"2925";"46";"104";"intake";"bottom 25%"
"2926";"46";"103";"intake";"bottom 25%"
"2927";"46";"106";"intake";"mid 50%"
"2928";"46";"98";"intake";"mid 50%"
"2929";"46";"102";"intake";"mid 50%"
"2930";"46";"99";"intake";"mid 50%"
"2931";"46";"101";"intake";"mid 50%"
"2932";"46";"120";"intake";"top 25%"
"2933";"46";"116";"intake";"mid 50%"
"2934";"46";"118";"intake";"top 25%"
"2935";"46";"119";"intake";"mid 50%"
"2936";"46";"108";"intake";"mid 50%"
"2937";"46";"109";"intake";"bottom 25%"
"2938";"46";"111";"intake";"mid 50%"
"2939";"46";"114";"intake";"mid 50%"
"2940";"46";"1";"intake";"mid 50%"
"2941";"46";"46";"intake";"mid 50%"
"2942";"46";"33";"intake";"mid 50%"
"2943";"46";"32";"intake";"bottom 25%"
"2944";"46";"34";"intake";"mid 50%"
"2945";"46";"35";"intake";"top 25%"
"2946";"46";"28";"intake";"mid 50%"
"2947";"46";"31";"intake";"mid 50%"
"2948";"46";"29";"intake";"mid 50%"
"2949";"46";"30";"intake";"mid 50%"
"2950";"46";"27";"intake";"bottom 25%"
"2951";"46";"45";"intake";"mid 50%"
"2952";"46";"36";"intake";"mid 50%"
