school;student;intake;sex;vr;normexam;standLRT;schgend;type;schavg
14;340;mid 50%;M;top 25%;-1.836687;-1.281924;mixed;Mxd;0.3264402
14;342;bottom 25%;F;top 25%;1.1758492;0.7017112;mixed;Mxd;0.3264402
14;344;mid 50%;M;top 25%;-1.526653;-0.45541;mixed;Mxd;0.3264402
14;345;bottom 25%;F;top 25%;1.5792202;1.7761802;mixed;Mxd;0.3264402
14;347;bottom 25%;M;top 25%;0.7472282;0.9496652;mixed;Mxd;0.3264402
14;348;bottom 25%;F;top 25%;1.1758492;0.3711052;mixed;Mxd;0.3264402
14;350;bottom 25%;F;top 25%;-0.129085;0.1231502;mixed;Mxd;0.3264402
14;353;mid 50%;M;top 25%;-0.699505;-0.042152;mixed;Mxd;0.3264402
14;357;bottom 25%;F;top 25%;-1.029067;0.6190592;mixed;Mxd;0.3264402
14;359;mid 50%;M;top 25%;-0.699505;0.2884532;mixed;Mxd;0.3264402
14;360;mid 50%;F;top 25%;1.1094382;0.3711052;mixed;Mxd;0.3264402
14;367;mid 50%;M;top 25%;0.4781942;0.1231502;mixed;Mxd;0.3264402
14;369;mid 50%;F;top 25%;0.6107292;-0.207455;mixed;Mxd;0.3264402
14;370;mid 50%;F;top 25%;-0.265159;0.2058022;mixed;Mxd;0.3264402
14;373;mid 50%;M;top 25%;-0.265159;-0.538061;mixed;Mxd;0.3264402
14;375;mid 50%;F;top 25%;-0.129085;0.1231502;mixed;Mxd;0.3264402
14;377;mid 50%;F;top 25%;0.4781942;0.2884532;mixed;Mxd;0.3264402
14;378;mid 50%;F;top 25%;-1.118624;-0.538061;mixed;Mxd;0.3264402
14;382;mid 50%;M;top 25%;0.1340672;0.2058022;mixed;Mxd;0.3264402
14;384;mid 50%;M;top 25%;0.6107292;-1.860484;mixed;Mxd;0.3264402
14;386;mid 50%;M;top 25%;-0.492781;0.4537562;mixed;Mxd;0.3264402
14;387;top 25%;F;top 25%;-0.939378;-1.943136;mixed;Mxd;0.3264402
14;393;mid 50%;M;top 25%;-0.338842;0.3711052;mixed;Mxd;0.3264402
14;395;mid 50%;M;top 25%;-1.723882;-0.45541;mixed;Mxd;0.3264402
14;396;top 25%;M;top 25%;-1.962075;-1.529879;mixed;Mxd;0.3264402
14;397;mid 50%;M;top 25%;-1.438662;0.5364082;mixed;Mxd;0.3264402
14;398;bottom 25%;F;top 25%;0.8219882;1.3629222;mixed;Mxd;0.3264402
14;399;mid 50%;M;top 25%;0.6107292;0.9496652;mixed;Mxd;0.3264402
14;404;bottom 25%;F;top 25%;1.1094382;1.9414832;mixed;Mxd;0.3264402
14;405;bottom 25%;M;top 25%;0.5443412;0.3711052;mixed;Mxd;0.3264402
14;407;mid 50%;M;top 25%;-0.129085;0.3711052;mixed;Mxd;0.3264402
14;409;mid 50%;M;top 25%;-1.219486;-1.116621;mixed;Mxd;0.3264402
14;412;mid 50%;F;top 25%;-0.555112;0.2058022;mixed;Mxd;0.3264402
14;414;mid 50%;F;top 25%;-0.699505;-1.116621;mixed;Mxd;0.3264402
14;415;bottom 25%;F;top 25%;0.7472282;2.8506492;mixed;Mxd;0.3264402
14;418;mid 50%;M;top 25%;-1.335315;0.2884532;mixed;Mxd;0.3264402
14;421;mid 50%;F;top 25%;-0.197611;1.0323172;mixed;Mxd;0.3264402
14;426;bottom 25%;F;top 25%;0.5443412;1.6108772;mixed;Mxd;0.3264402
14;428;bottom 25%;F;top 25%;0.8219882;0.2884532;mixed;Mxd;0.3264402
14;430;mid 50%;M;top 25%;0.4026692;0.7017112;mixed;Mxd;0.3264402
14;432;mid 50%;M;top 25%;-0.776109;-0.042152;mixed;Mxd;0.3264402
14;433;mid 50%;F;top 25%;0.9675862;1.5282252;mixed;Mxd;0.3264402
14;435;bottom 25%;F;top 25%;0.6107292;1.8588312;mixed;Mxd;0.3264402
14;436;mid 50%;F;top 25%;0.7472282;1.5282252;mixed;Mxd;0.3264402
14;439;mid 50%;M;top 25%;-0.85267;-1.116621;mixed;Mxd;0.3264402
14;444;bottom 25%;F;top 25%;0.2613242;0.6190592;mixed;Mxd;0.3264402
14;449;bottom 25%;M;top 25%;0.0043222;1.8588312;mixed;Mxd;0.3264402
14;453;mid 50%;M;top 25%;0.4026692;1.1976192;mixed;Mxd;0.3264402
14;454;mid 50%;F;top 25%;-0.197611;0.9496652;mixed;Mxd;0.3264402
14;459;bottom 25%;M;top 25%;0.5443412;1.8588312;mixed;Mxd;0.3264402
14;462;bottom 25%;F;top 25%;1.1094382;0.5364082;mixed;Mxd;0.3264402
14;464;mid 50%;M;top 25%;0.0735362;0.1231502;mixed;Mxd;0.3264402
14;466;bottom 25%;M;top 25%;1.8138272;1.8588312;mixed;Mxd;0.3264402
14;468;mid 50%;F;top 25%;-1.526653;0.2884532;mixed;Mxd;0.3264402
14;470;top 25%;M;top 25%;0.1340672;-0.786016;mixed;Mxd;0.3264402
14;471;mid 50%;M;top 25%;0.1340672;-0.290107;mixed;Mxd;0.3264402
14;472;mid 50%;M;top 25%;0.1941492;-0.042152;mixed;Mxd;0.3264402
14;474;mid 50%;F;top 25%;-1.62373;-0.868667;mixed;Mxd;0.3264402
14;477;mid 50%;M;top 25%;-1.029067;0.6190592;mixed;Mxd;0.3264402
14;478;mid 50%;F;top 25%;-0.419801;-0.620713;mixed;Mxd;0.3264402
14;479;bottom 25%;M;top 25%;1.3747412;2.3547402;mixed;Mxd;0.3264402
14;481;bottom 25%;F;top 25%;-0.197611;0.3711052;mixed;Mxd;0.3264402
14;482;mid 50%;F;top 25%;1.3747412;0.1231502;mixed;Mxd;0.3264402
14;486;mid 50%;M;top 25%;1.1758492;0.2884532;mixed;Mxd;0.3264402
14;489;mid 50%;F;top 25%;1.2405332;1.7761802;mixed;Mxd;0.3264402
14;491;bottom 25%;F;top 25%;0.9675862;0.3711052;mixed;Mxd;0.3264402
14;496;mid 50%;F;top 25%;0.7472282;-0.207455;mixed;Mxd;0.3264402
15;1;mid 50%;F;top 25%;0.4781942;-0.042152;mixed;Mxd;0.2702882
15;6;mid 50%;F;top 25%;0.3280722;0.2884532;mixed;Mxd;0.2702882
15;7;mid 50%;M;top 25%;-1.335315;-0.207455;mixed;Mxd;0.2702882
15;8;mid 50%;M;top 25%;-0.85267;-0.620713;mixed;Mxd;0.2702882
15;11;mid 50%;F;top 25%;-1.962075;-0.868667;mixed;Mxd;0.2702882
15;14;bottom 25%;M;top 25%;1.1094382;1.1149682;mixed;Mxd;0.2702882
15;15;top 25%;M;top 25%;-0.419801;-1.03397;mixed;Mxd;0.2702882
15;20;bottom 25%;M;top 25%;-1.219486;1.0323172;mixed;Mxd;0.2702882
15;21;bottom 25%;M;top 25%;1.5792202;1.6935282;mixed;Mxd;0.2702882
15;22;bottom 25%;M;top 25%;0.2613242;1.0323172;mixed;Mxd;0.2702882
15;27;bottom 25%;M;top 25%;0.1340672;0.8670142;mixed;Mxd;0.2702882
15;32;bottom 25%;F;top 25%;0.6107292;0.0404992;mixed;Mxd;0.2702882
15;33;bottom 25%;F;top 25%;0.0735362;0.2058022;mixed;Mxd;0.2702882
15;37;bottom 25%;F;top 25%;1.8138272;1.3629222;mixed;Mxd;0.2702882
15;42;bottom 25%;F;top 25%;0.6787592;1.1149682;mixed;Mxd;0.2702882
15;44;mid 50%;M;top 25%;-1.118624;-1.03397;mixed;Mxd;0.2702882
15;46;bottom 25%;F;top 25%;-0.265159;0.5364082;mixed;Mxd;0.2702882
15;47;mid 50%;M;top 25%;-0.939378;-0.207455;mixed;Mxd;0.2702882
15;48;mid 50%;M;top 25%;-0.939378;-0.207455;mixed;Mxd;0.2702882
15;51;bottom 25%;F;top 25%;0.1340672;0.5364082;mixed;Mxd;0.2702882
15;53;mid 50%;M;top 25%;-0.062088;-0.620713;mixed;Mxd;0.2702882
15;54;mid 50%;F;top 25%;1.9003352;0.7843622;mixed;Mxd;0.2702882
15;56;mid 50%;M;top 25%;-1.219486;0.2058022;mixed;Mxd;0.2702882
15;59;bottom 25%;F;top 25%;-0.062088;-0.124804;mixed;Mxd;0.2702882
15;61;mid 50%;F;top 25%;-0.85267;-0.951318;mixed;Mxd;0.2702882
15;62;bottom 25%;F;top 25%;1.4395322;0.2884532;mixed;Mxd;0.2702882
15;64;mid 50%;F;top 25%;-0.265159;0.1231502;mixed;Mxd;0.2702882
15;65;top 25%;F;top 25%;-1.029067;-1.364576;mixed;Mxd;0.2702882
15;67;mid 50%;M;top 25%;-0.197611;-0.290107;mixed;Mxd;0.2702882
15;70;bottom 25%;F;top 25%;-0.338842;1.2802712;mixed;Mxd;0.2702882
15;73;bottom 25%;F;top 25%;-0.492781;0.7017112;mixed;Mxd;0.2702882
15;75;bottom 25%;F;top 25%;0.8219882;1.1976192;mixed;Mxd;0.2702882
15;76;bottom 25%;M;top 25%;0.3280722;1.3629222;mixed;Mxd;0.2702882
15;81;bottom 25%;F;top 25%;1.1094382;1.1976192;mixed;Mxd;0.2702882
15;86;bottom 25%;M;top 25%;0.1941492;-0.042152;mixed;Mxd;0.2702882
15;87;mid 50%;F;top 25%;-0.85267;-0.372758;mixed;Mxd;0.2702882
15;90;mid 50%;M;top 25%;-0.129085;-0.290107;mixed;Mxd;0.2702882
15;94;mid 50%;M;top 25%;-0.85267;0.0404992;mixed;Mxd;0.2702882
15;95;mid 50%;F;top 25%;-1.62373;0.1231502;mixed;Mxd;0.2702882
15;100;mid 50%;M;top 25%;0.1941492;-0.207455;mixed;Mxd;0.2702882
15;103;mid 50%;M;top 25%;0.6107292;1.1149682;mixed;Mxd;0.2702882
15;104;mid 50%;M;top 25%;-0.623051;-0.786016;mixed;Mxd;0.2702882
15;105;mid 50%;F;top 25%;-0.492781;0.2058022;mixed;Mxd;0.2702882
15;112;bottom 25%;M;top 25%;1.5792202;0.7843622;mixed;Mxd;0.2702882
15;113;bottom 25%;F;top 25%;-1.029067;-0.042152;mixed;Mxd;0.2702882
15;118;mid 50%;M;top 25%;-1.62373;-0.45541;mixed;Mxd;0.2702882
15;121;mid 50%;M;top 25%;0.1941492;-0.042152;mixed;Mxd;0.2702882
15;125;mid 50%;F;top 25%;-1.438662;0.2884532;mixed;Mxd;0.2702882
15;127;bottom 25%;F;top 25%;-0.623051;0.9496652;mixed;Mxd;0.2702882
15;128;mid 50%;M;top 25%;-0.555112;0.5364082;mixed;Mxd;0.2702882
15;129;bottom 25%;F;top 25%;-0.197611;0.0404992;mixed;Mxd;0.2702882
15;131;bottom 25%;M;top 25%;-0.555112;1.6108772;mixed;Mxd;0.2702882
15;133;bottom 25%;M;top 25%;0.7472282;1.4455742;mixed;Mxd;0.2702882
15;136;bottom 25%;M;top 25%;-0.776109;-0.124804;mixed;Mxd;0.2702882
15;139;bottom 25%;M;top 25%;-0.419801;0.7017112;mixed;Mxd;0.2702882
15;140;bottom 25%;M;top 25%;0.0043222;0.6190592;mixed;Mxd;0.2702882
15;144;mid 50%;M;top 25%;-0.623051;0.6190592;mixed;Mxd;0.2702882
15;145;mid 50%;F;top 25%;-0.265159;0.0404992;mixed;Mxd;0.2702882
15;147;bottom 25%;M;top 25%;0.6107292;-0.042152;mixed;Mxd;0.2702882
15;148;mid 50%;M;top 25%;-0.265159;-1.03397;mixed;Mxd;0.2702882
15;152;bottom 25%;M;top 25%;1.1094382;1.6108772;mixed;Mxd;0.2702882
15;163;bottom 25%;M;top 25%;0.9675862;1.1976192;mixed;Mxd;0.2702882
15;165;bottom 25%;F;top 25%;2.1029752;1.6108772;mixed;Mxd;0.2702882
15;167;bottom 25%;F;top 25%;0.4781942;-0.45541;mixed;Mxd;0.2702882
15;170;top 25%;F;top 25%;0.4026692;2.1067862;mixed;Mxd;0.2702882
15;171;mid 50%;F;top 25%;-0.85267;-0.703364;mixed;Mxd;0.2702882
15;173;mid 50%;M;top 25%;-0.699505;-0.620713;mixed;Mxd;0.2702882
15;176;bottom 25%;F;top 25%;-1.118624;-1.03397;mixed;Mxd;0.2702882
15;181;bottom 25%;F;top 25%;0.0043222;1.4455742;mixed;Mxd;0.2702882
15;184;mid 50%;M;top 25%;-0.623051;-0.538061;mixed;Mxd;0.2702882
15;186;mid 50%;M;top 25%;0.6107292;1.5282252;mixed;Mxd;0.2702882
15;187;mid 50%;M;top 25%;-0.197611;-0.372758;mixed;Mxd;0.2702882
15;188;mid 50%;M;top 25%;-0.419801;0.3711052;mixed;Mxd;0.2702882
15;189;mid 50%;F;top 25%;0.6107292;0.3711052;mixed;Mxd;0.2702882
15;193;bottom 25%;F;top 25%;1.3101422;0.6190592;mixed;Mxd;0.2702882
15;194;bottom 25%;M;top 25%;1.1758492;1.1149682;mixed;Mxd;0.2702882
15;195;top 25%;M;top 25%;-2.510121;-0.620713;mixed;Mxd;0.2702882
15;197;bottom 25%;M;top 25%;1.5792202;0.7017112;mixed;Mxd;0.2702882
15;199;mid 50%;M;top 25%;1.1094382;1.2802712;mixed;Mxd;0.2702882
15;201;bottom 25%;M;top 25%;-0.062088;0.3711052;mixed;Mxd;0.2702882
15;203;mid 50%;F;top 25%;0.1340672;0.2884532;mixed;Mxd;0.2702882
15;208;bottom 25%;F;top 25%;-0.197611;0.2058022;mixed;Mxd;0.2702882
15;211;mid 50%;F;top 25%;-0.85267;-0.620713;mixed;Mxd;0.2702882
15;215;mid 50%;F;top 25%;-0.623051;-0.786016;mixed;Mxd;0.2702882
16;1;mid 50%;F;top 25%;-0.419801;1.6108772;girls;Sngl;0.3232042
16;2;top 25%;F;top 25%;-0.776109;-1.364576;girls;Sngl;0.3232042
16;6;mid 50%;F;top 25%;-0.129085;0.2058022;girls;Sngl;0.3232042
16;8;mid 50%;F;top 25%;-0.338842;-1.695182;girls;Sngl;0.3232042
16;9;mid 50%;F;top 25%;0.4026692;0.2058022;girls;Sngl;0.3232042
16;10;bottom 25%;F;top 25%;0.6107292;0.7017112;girls;Sngl;0.3232042
16;11;mid 50%;F;top 25%;-1.219486;-0.042152;girls;Sngl;0.3232042
16;13;bottom 25%;F;top 25%;1.2405332;1.1976192;girls;Sngl;0.3232042
16;14;mid 50%;F;top 25%;0.1340672;0.0404992;girls;Sngl;0.3232042
16;15;mid 50%;F;top 25%;0.1340672;0.6190592;girls;Sngl;0.3232042
16;16;bottom 25%;F;top 25%;0.6787592;1.4455742;girls;Sngl;0.3232042
16;17;mid 50%;F;top 25%;-0.623051;-0.124804;girls;Sngl;0.3232042
16;21;mid 50%;F;top 25%;-0.555112;1.2802712;girls;Sngl;0.3232042
16;22;mid 50%;F;top 25%;-0.419801;0.6190592;girls;Sngl;0.3232042
16;25;mid 50%;F;top 25%;-1.526653;-0.620713;girls;Sngl;0.3232042
16;26;mid 50%;F;top 25%;-0.776109;-0.372758;girls;Sngl;0.3232042
16;27;bottom 25%;F;top 25%;0.8219882;0.1231502;girls;Sngl;0.3232042
16;28;bottom 25%;F;top 25%;0.6107292;0.5364082;girls;Sngl;0.3232042
16;29;mid 50%;F;top 25%;-0.623051;-0.290107;girls;Sngl;0.3232042
16;33;bottom 25%;F;top 25%;-0.197611;0.8670142;girls;Sngl;0.3232042
16;35;mid 50%;F;top 25%;-0.265159;-0.124804;girls;Sngl;0.3232042
16;36;mid 50%;F;top 25%;-1.335315;-1.529879;girls;Sngl;0.3232042
16;37;top 25%;F;top 25%;-1.219486;-0.372758;girls;Sngl;0.3232042
16;38;mid 50%;F;top 25%;-0.419801;0.2884532;girls;Sngl;0.3232042
16;39;mid 50%;F;top 25%;-0.776109;0.1231502;girls;Sngl;0.3232042
16;40;mid 50%;F;top 25%;-0.492781;-0.620713;girls;Sngl;0.3232042
16;41;bottom 25%;F;top 25%;0.0043222;1.9414832;girls;Sngl;0.3232042
16;45;mid 50%;F;top 25%;-0.338842;-0.951318;girls;Sngl;0.3232042
16;46;mid 50%;F;top 25%;-0.338842;0.6190592;girls;Sngl;0.3232042
16;47;bottom 25%;F;top 25%;-0.776109;0.3711052;girls;Sngl;0.3232042
16;48;mid 50%;F;top 25%;0.0043222;0.5364082;girls;Sngl;0.3232042
16;49;top 25%;F;top 25%;-0.699505;-1.03397;girls;Sngl;0.3232042
16;52;bottom 25%;F;top 25%;0.4026692;1.1149682;girls;Sngl;0.3232042
16;53;bottom 25%;F;top 25%;-0.776109;0.4537562;girls;Sngl;0.3232042
16;54;mid 50%;F;top 25%;-0.129085;1.1976192;girls;Sngl;0.3232042
16;55;bottom 25%;F;top 25%;0.8965662;0.5364082;girls;Sngl;0.3232042
16;57;mid 50%;F;top 25%;-0.85267;-0.290107;girls;Sngl;0.3232042
16;58;mid 50%;F;top 25%;-0.129085;0.1231502;girls;Sngl;0.3232042
16;59;bottom 25%;F;top 25%;0.6787592;0.7017112;girls;Sngl;0.3232042
16;61;mid 50%;F;top 25%;-0.555112;-0.290107;girls;Sngl;0.3232042
16;62;mid 50%;F;top 25%;-0.338842;-0.124804;girls;Sngl;0.3232042
16;63;bottom 25%;F;top 25%;0.1340672;0.8670142;girls;Sngl;0.3232042
16;65;bottom 25%;F;top 25%;0.9675862;1.1976192;girls;Sngl;0.3232042
16;68;bottom 25%;F;top 25%;0.5443412;1.0323172;girls;Sngl;0.3232042
16;70;top 25%;F;top 25%;-1.219486;-1.61253;girls;Sngl;0.3232042
16;73;mid 50%;F;top 25%;-0.939378;0.2058022;girls;Sngl;0.3232042
16;75;mid 50%;F;top 25%;-0.265159;1.0323172;girls;Sngl;0.3232042
16;76;mid 50%;F;top 25%;-0.699505;-0.868667;girls;Sngl;0.3232042
16;77;bottom 25%;F;top 25%;0.0043222;0.6190592;girls;Sngl;0.3232042
16;78;mid 50%;F;top 25%;-1.723882;-0.290107;girls;Sngl;0.3232042
16;81;mid 50%;F;top 25%;-1.962075;-0.042152;girls;Sngl;0.3232042
16;85;bottom 25%;F;top 25%;0.1941492;0.9496652;girls;Sngl;0.3232042
16;86;bottom 25%;F;top 25%;0.0043222;0.3711052;girls;Sngl;0.3232042
16;87;mid 50%;F;top 25%;-0.265159;-0.042152;girls;Sngl;0.3232042
16;89;mid 50%;F;top 25%;0.3280722;-0.45541;girls;Sngl;0.3232042
16;90;bottom 25%;F;top 25%;0.4026692;1.4455742;girls;Sngl;0.3232042
16;91;mid 50%;F;top 25%;-0.129085;0.3711052;girls;Sngl;0.3232042
16;92;mid 50%;F;top 25%;-0.492781;0.3711052;girls;Sngl;0.3232042
16;94;bottom 25%;F;top 25%;0.0043222;1.0323172;girls;Sngl;0.3232042
16;95;mid 50%;F;top 25%;-0.939378;-0.620713;girls;Sngl;0.3232042
16;96;bottom 25%;F;top 25%;0.6107292;1.1149682;girls;Sngl;0.3232042
16;98;mid 50%;F;top 25%;1.0396082;0.5364082;girls;Sngl;0.3232042
16;99;bottom 25%;F;top 25%;-0.776109;0.6190592;girls;Sngl;0.3232042
16;100;bottom 25%;F;top 25%;0.8219882;1.1149682;girls;Sngl;0.3232042
16;101;mid 50%;F;top 25%;0.4781942;0.9496652;girls;Sngl;0.3232042
16;104;mid 50%;F;top 25%;-0.85267;0.4537562;girls;Sngl;0.3232042
16;105;mid 50%;F;top 25%;0.7472282;-1.281924;girls;Sngl;0.3232042
16;106;bottom 25%;F;top 25%;0.6787592;1.9414832;girls;Sngl;0.3232042
16;108;mid 50%;F;top 25%;-0.062088;1.3629222;girls;Sngl;0.3232042
16;111;mid 50%;F;top 25%;-0.062088;-0.538061;girls;Sngl;0.3232042
16;113;mid 50%;F;top 25%;-0.129085;0.8670142;girls;Sngl;0.3232042
16;116;mid 50%;F;top 25%;-0.85267;2.2720892;girls;Sngl;0.3232042
16;117;mid 50%;F;top 25%;-2.108644;0.0404992;girls;Sngl;0.3232042
16;119;mid 50%;F;top 25%;-0.699505;-0.620713;girls;Sngl;0.3232042
16;120;bottom 25%;F;top 25%;-0.265159;0.6190592;girls;Sngl;0.3232042
16;121;mid 50%;F;top 25%;-0.419801;1.2802712;girls;Sngl;0.3232042
16;122;mid 50%;F;top 25%;-0.939378;0.4537562;girls;Sngl;0.3232042
16;124;bottom 25%;F;top 25%;0.3280722;-0.042152;girls;Sngl;0.3232042
16;125;mid 50%;F;top 25%;0.3280722;0.6190592;girls;Sngl;0.3232042
16;127;mid 50%;F;top 25%;-1.962075;-0.620713;girls;Sngl;0.3232042
16;128;mid 50%;F;top 25%;0.3280722;0.8670142;girls;Sngl;0.3232042
16;129;mid 50%;F;top 25%;0.4781942;0.5364082;girls;Sngl;0.3232042
16;133;mid 50%;F;top 25%;-0.492781;-0.207455;girls;Sngl;0.3232042
16;134;top 25%;F;top 25%;-1.029067;-0.786016;girls;Sngl;0.3232042
16;135;mid 50%;F;top 25%;-0.062088;0.5364082;girls;Sngl;0.3232042
17;2;mid 50%;F;mid 50%;-0.338842;0.7017112;mixed;Mxd;-0.118244
17;10;mid 50%;F;mid 50%;0.0735362;-0.45541;mixed;Mxd;-0.118244
17;11;mid 50%;F;mid 50%;-1.118624;-0.124804;mixed;Mxd;-0.118244
17;12;mid 50%;M;mid 50%;-0.939378;0.1231502;mixed;Mxd;-0.118244
17;13;mid 50%;F;mid 50%;-0.492781;-0.786016;mixed;Mxd;-0.118244
17;18;bottom 25%;F;mid 50%;1.4395322;0.9496652;mixed;Mxd;-0.118244
17;20;mid 50%;F;mid 50%;0.0043222;0.2884532;mixed;Mxd;-0.118244
17;22;bottom 25%;F;mid 50%;0.1340672;0.6190592;mixed;Mxd;-0.118244
17;25;mid 50%;F;mid 50%;-1.029067;-0.042152;mixed;Mxd;-0.118244
17;29;bottom 25%;M;mid 50%;0.0043222;0.4537562;mixed;Mxd;-0.118244
17;32;bottom 25%;M;mid 50%;-1.723882;-0.042152;mixed;Mxd;-0.118244
17;34;mid 50%;F;mid 50%;0.0043222;0.5364082;mixed;Mxd;-0.118244
17;35;mid 50%;F;mid 50%;-0.492781;0.5364082;mixed;Mxd;-0.118244
17;41;mid 50%;F;mid 50%;-0.265159;-0.042152;mixed;Mxd;-0.118244
17;42;mid 50%;M;mid 50%;-1.219486;-1.447227;mixed;Mxd;-0.118244
17;43;bottom 25%;F;mid 50%;0.8965662;0.6190592;mixed;Mxd;-0.118244
17;44;mid 50%;F;mid 50%;0.2613242;0.6190592;mixed;Mxd;-0.118244
17;46;mid 50%;F;mid 50%;-0.129085;-0.124804;mixed;Mxd;-0.118244
17;49;mid 50%;M;mid 50%;-1.335315;-2.686999;mixed;Mxd;-0.118244
17;55;mid 50%;F;mid 50%;0.7472282;0.6190592;mixed;Mxd;-0.118244
17;57;mid 50%;F;mid 50%;-0.776109;0.3711052;mixed;Mxd;-0.118244
17;58;mid 50%;F;mid 50%;1.1094382;0.9496652;mixed;Mxd;-0.118244
17;59;mid 50%;M;mid 50%;-1.335315;0.2058022;mixed;Mxd;-0.118244
17;60;bottom 25%;M;mid 50%;0.4026692;2.2720892;mixed;Mxd;-0.118244
17;62;top 25%;F;mid 50%;-0.338842;0.2884532;mixed;Mxd;-0.118244
17;64;bottom 25%;F;mid 50%;0.3280722;-0.042152;mixed;Mxd;-0.118244
17;67;mid 50%;F;mid 50%;-0.197611;-0.703364;mixed;Mxd;-0.118244
17;68;mid 50%;M;mid 50%;1.5061852;0.4537562;mixed;Mxd;-0.118244
17;69;mid 50%;F;mid 50%;0.4026692;-0.868667;mixed;Mxd;-0.118244
17;72;mid 50%;F;mid 50%;-0.197611;-0.45541;mixed;Mxd;-0.118244
17;73;top 25%;F;mid 50%;0.2613242;-1.943136;mixed;Mxd;-0.118244
17;78;mid 50%;F;mid 50%;-0.419801;-1.199273;mixed;Mxd;-0.118244
17;83;bottom 25%;F;mid 50%;-0.776109;-0.372758;mixed;Mxd;-0.118244
17;87;top 25%;F;mid 50%;-1.438662;-1.447227;mixed;Mxd;-0.118244
17;88;mid 50%;F;mid 50%;-2.108644;-0.951318;mixed;Mxd;-0.118244
17;95;top 25%;M;mid 50%;-0.419801;-1.695182;mixed;Mxd;-0.118244
17;99;mid 50%;F;mid 50%;-0.419801;-0.207455;mixed;Mxd;-0.118244
17;105;mid 50%;F;mid 50%;-0.062088;0.1231502;mixed;Mxd;-0.118244
17;106;mid 50%;F;mid 50%;-0.85267;-0.290107;mixed;Mxd;-0.118244
17;107;mid 50%;F;mid 50%;0.0735362;0.2058022;mixed;Mxd;-0.118244
17;108;mid 50%;F;mid 50%;0.2613242;0.2884532;mixed;Mxd;-0.118244
17;109;mid 50%;F;mid 50%;-0.338842;-0.868667;mixed;Mxd;-0.118244
17;110;mid 50%;M;mid 50%;-0.85267;-0.620713;mixed;Mxd;-0.118244
17;111;mid 50%;F;mid 50%;-0.699505;-0.290107;mixed;Mxd;-0.118244
17;112;mid 50%;F;mid 50%;-0.776109;0.1231502;mixed;Mxd;-0.118244
17;113;top 25%;M;mid 50%;-3.059543;-1.860484;mixed;Mxd;-0.118244
17;115;mid 50%;F;mid 50%;-0.492781;0.0404992;mixed;Mxd;-0.118244
17;117;bottom 25%;F;mid 50%;0.4026692;0.0404992;mixed;Mxd;-0.118244
17;118;bottom 25%;M;mid 50%;0.2613242;1.3629222;mixed;Mxd;-0.118244
17;122;bottom 25%;F;mid 50%;0.6107292;0.5364082;mixed;Mxd;-0.118244
17;125;mid 50%;F;mid 50%;1.0396082;0.4537562;mixed;Mxd;-0.118244
17;127;mid 50%;F;mid 50%;-1.836687;0.1231502;mixed;Mxd;-0.118244
17;128;bottom 25%;F;mid 50%;1.0396082;1.1149682;mixed;Mxd;-0.118244
17;129;mid 50%;F;mid 50%;-0.555112;0.7017112;mixed;Mxd;-0.118244
17;132;top 25%;F;mid 50%;-0.623051;-0.372758;mixed;Mxd;-0.118244
17;137;bottom 25%;M;mid 50%;-0.129085;1.6108772;mixed;Mxd;-0.118244
17;140;mid 50%;F;mid 50%;-0.623051;-0.620713;mixed;Mxd;-0.118244
17;142;bottom 25%;F;mid 50%;-0.338842;1.6108772;mixed;Mxd;-0.118244
17;144;bottom 25%;F;mid 50%;-0.939378;0.2058022;mixed;Mxd;-0.118244
17;146;mid 50%;M;mid 50%;-0.939378;-0.290107;mixed;Mxd;-0.118244
17;150;mid 50%;F;mid 50%;0.2613242;-0.951318;mixed;Mxd;-0.118244
17;152;bottom 25%;F;mid 50%;0.4026692;0.3711052;mixed;Mxd;-0.118244
17;155;bottom 25%;F;mid 50%;0.4026692;0.2884532;mixed;Mxd;-0.118244
17;158;mid 50%;F;mid 50%;1.1758492;-0.45541;mixed;Mxd;-0.118244
17;160;mid 50%;F;mid 50%;1.3101422;-0.868667;mixed;Mxd;-0.118244
17;161;mid 50%;F;mid 50%;0.7472282;0.0404992;mixed;Mxd;-0.118244
17;164;top 25%;F;mid 50%;-1.526653;-0.45541;mixed;Mxd;-0.118244
17;165;mid 50%;F;mid 50%;0.6787592;0.0404992;mixed;Mxd;-0.118244
17;168;bottom 25%;F;mid 50%;1.0396082;3.0159522;mixed;Mxd;-0.118244
17;169;mid 50%;F;mid 50%;-0.129085;-1.116621;mixed;Mxd;-0.118244
17;172;mid 50%;F;mid 50%;-0.623051;-0.620713;mixed;Mxd;-0.118244
17;173;top 25%;M;mid 50%;-1.62373;-2.025787;mixed;Mxd;-0.118244
17;174;bottom 25%;F;mid 50%;0.3280722;0.9496652;mixed;Mxd;-0.118244
17;176;mid 50%;M;mid 50%;-0.338842;-0.538061;mixed;Mxd;-0.118244
17;177;top 25%;M;mid 50%;-0.265159;-2.19109;mixed;Mxd;-0.118244
17;181;top 25%;F;mid 50%;-2.510121;-1.695182;mixed;Mxd;-0.118244
17;182;mid 50%;F;mid 50%;-0.85267;-0.786016;mixed;Mxd;-0.118244
17;184;mid 50%;F;mid 50%;-0.265159;-0.207455;mixed;Mxd;-0.118244
17;185;mid 50%;F;mid 50%;-0.419801;-0.207455;mixed;Mxd;-0.118244
