"school";"student";"variable";"value"
"1303";"17";"152";"normexam";0,4026692
"1304";"17";"160";"normexam";1,3101422
"1305";"17";"158";"normexam";1,1758492
"1306";"17";"88";"normexam";-2,108644
"1307";"17";"105";"normexam";-0,062088
"1308";"17";"106";"normexam";-0,85267
"1309";"17";"107";"normexam";0,0735362
"1310";"17";"108";"normexam";0,2613242
"1311";"17";"89";"normexam";0,7472282
"1312";"17";"95";"normexam";-0,419801
"1313";"17";"99";"normexam";-0,419801
"1314";"17";"125";"normexam";1,0396082
"1315";"17";"118";"normexam";0,2613242
"1316";"17";"117";"normexam";0,4026692
"1317";"17";"115";"normexam";-0,492781
"1318";"17";"122";"normexam";0,6107292
"1319";"17";"109";"normexam";-0,338842
"1320";"17";"111";"normexam";-0,699505
"1321";"17";"110";"normexam";-0,85267
"1322";"17";NA;"normexam";-1,836687
"1323";"17";"112";"normexam";-0,776109
"1324";"17";"113";"normexam";-3,059543
"1325";"18";"153";"normexam";-1,335315
"1326";"18";"145";"normexam";2,2031212
"1327";"18";"152";"normexam";-0,699505
"1328";"18";"168";"normexam";-0,129085
"1329";"18";"157";"normexam";-0,419801
"1330";"18";"164";"normexam";0,8219882
"1331";"18";"161";"normexam";-0,419801
"1332";"18";"127";"normexam";-0,492781
"1333";"18";"129";"normexam";-0,699505
"1334";"18";"121";"normexam";-0,129085
"1335";"18";"125";"normexam";0,6787592
"1336";"18";"123";"normexam";0,7472282
"1337";"18";"141";"normexam";-0,492781
"1338";"18";"139";"normexam";-0,699505
"1339";"18";"133";"normexam";-1,118624
"1340";"18";"134";"normexam";-0,197611
"1341";"18";"119";"normexam";0,3280722
"1342";"18";"216";"normexam";NA
"1343";"18";"223";"normexam";0,0043222
"1344";"18";"211";"normexam";0,9675862
"1345";"18";"213";"normexam";-0,338842
"1346";"18";"209";"normexam";0,4026692
"1347";"18";"235";"normexam";0,0043222
"1348";"18";"224";"normexam";0,5443412
"1349";"18";"227";"normexam";-0,265159
"1350";"18";"228";"normexam";-0,419801
"1351";"18";"171";"normexam";-0,776109
"1352";"18";"186";"normexam";-1,723882
"1353";"18";"175";"normexam";-0,129085
"1354";"18";"201";"normexam";-1,118624
"1355";"18";"204";"normexam";0,2613242
"1356";"18";"192";"normexam";-0,699505
"1357";"18";"195";"normexam";1,2405332
"1358";"18";"200";"normexam";-0,776109
"1359";"18";"198";"normexam";0,4781942
"1360";"18";"236";"normexam";-1,335315
"1361";"18";"43";"normexam";0,1941492
"1362";"18";"44";"normexam";0,8965662
"1363";"18";"38";"normexam";1,6618062
"1364";"18";"40";"normexam";-0,555112
"1365";"18";"36";"normexam";-0,062088
"1366";"18";"53";"normexam";0,5443412
"1367";"18";"55";"normexam";-0,129085
"1368";"18";"46";"normexam";1,4395322
"1369";"18";"47";"normexam";0,0043222
"1370";"18";"51";"normexam";0,0043222
"1371";"18";"56";"normexam";-0,265159
"1372";"18";"12";"normexam";0,2613242
"1373";"18";"14";"normexam";-1,029067
"1374";"18";"1";"normexam";0,0043222
"1375";"18";"11";"normexam";-0,699505
"1376";"18";"6";"normexam";-0,062088
"1377";"18";"31";"normexam";-0,265159
"1378";"18";"26";"normexam";-0,492781
"1379";"18";"21";"normexam";-0,623051
"1380";"18";"25";"normexam";1,4395322
"1381";"18";"22";"normexam";-1,118624
"1382";"18";"118";"normexam";0,6787592
"1383";"18";"91";"normexam";-0,265159
"1384";"18";"96";"normexam";-0,129085
"1385";"18";"99";"normexam";0,8219882
"1386";"18";"87";"normexam";-0,265159
"1387";"18";"85";"normexam";1,5061852
"1388";"18";"83";"normexam";0,2613242
"1389";"18";"112";"normexam";-0,129085
"1390";"18";"102";"normexam";1,4395322
"1391";"18";"108";"normexam";-0,939378
"1392";"18";"58";"normexam";0,6787592
"1393";"18";"64";"normexam";0,9675862
"1394";"18";"71";"normexam";0,6787592
"1395";"18";"59";"normexam";-0,699505
"1396";"18";"62";"normexam";1,3747412
"1397";"18";"61";"normexam";-0,419801
"1398";"18";"82";"normexam";-1,219486
"1399";"18";"79";"normexam";-0,419801
"1400";"18";"78";"normexam";-0,623051
"1401";"18";"72";"normexam";-1,438662
"1402";"18";"74";"normexam";-1,029067
"1403";"18";"244";"normexam";0,6107292
"1404";"18";"303";"normexam";0,9675862
"1405";"18";"305";"normexam";1,4395322
"1406";"18";"302";"normexam";-0,492781
"1407";"18";"301";"normexam";-0,555112
"1408";"18";NA;"normexam";0,0043222
"1409";"18";"288";"normexam";1,3101422
"1410";"18";"290";"normexam";0,7472282
"1411";"18";"282";"normexam";-1,029067
"1412";"18";"300";"normexam";1,2405332
"1413";"18";"298";"normexam";-0,129085
"1414";"18";"292";"normexam";-1,962075
"1415";"18";"294";"normexam";0,4781942
"1416";"18";"281";"normexam";-0,85267
"1417";"18";"336";"normexam";-1,029067
"1418";"18";"335";"normexam";0,3280722
"1419";"18";"330";"normexam";-2,108644
"1420";"18";"341";"normexam";-1,029067
"1421";"18";"338";"normexam";0,0043222
"1422";"18";"340";"normexam";1,1758492
"1423";"18";"312";"normexam";0,3280722
"1424";"18";"319";"normexam";-0,776109
"1425";"18";"313";"normexam";0,8219882
"1426";"18";"328";"normexam";1,0396082
"1427";"18";"320";"normexam";0,8965662
"1428";"18";"324";"normexam";0,3280722
"1429";"18";"342";"normexam";0,6787592
"1430";"18";"278";"normexam";0,9675862
"1431";"18";"265";"normexam";0,8219882
"1432";"18";"269";"normexam";-0,939378
"1433";"18";"260";"normexam";0,0735362
"1434";"18";"259";"normexam";0,0735362
"1435";"18";"277";"normexam";-0,129085
"1436";"18";"274";"normexam";0,4781942
"1437";"18";"275";"normexam";0,2613242
"1438";"18";"255";"normexam";0,0735362
"1439";"18";"251";"normexam";0,4026692
"1440";"18";"254";"normexam";-0,129085
"1441";"18";"238";"normexam";-0,555112
"1442";"18";"242";"normexam";-0,338842
"1443";"18";"243";"normexam";0,5443412
"1444";"18";"239";"normexam";0,0043222
"1445";"19";"70";"normexam";-1,62373
"1446";"19";"69";"normexam";0,3280722
"1447";"19";"74";"normexam";0,4781942
"1448";"19";"76";"normexam";1,4395322
"1449";"19";"71";"normexam";-0,129085
"1450";"19";"73";"normexam";1,5792202
"1451";"19";"72";"normexam";1,3101422
"1452";"19";"77";"normexam";-1,029067
"1453";"19";"1";"normexam";-0,338842
"1454";"19";"59";"normexam";NA
"1455";"19";"4";"normexam";0,2613242
"1456";"19";"67";"normexam";0,4781942
"1457";"19";"64";"normexam";0,6107292
"1458";"19";"65";"normexam";-0,776109
"1459";"19";"60";"normexam";1,4395322
"1460";"19";"61";"normexam";-0,623051
"1461";"19";"5";"normexam";-1,335315
"1462";"19";"78";"normexam";1,4395322
"1463";"19";"82";"normexam";-0,062088
"1464";"19";"84";"normexam";1,3101422
"1465";"19";"81";"normexam";-0,776109
"1466";"19";"79";"normexam";-0,699505
"1467";"19";"85";"normexam";1,9771072
"1468";"19";"87";"normexam";0,7472282
"1469";"19";"57";"normexam";-0,062088
"1470";"19";"39";"normexam";-0,623051
"1471";"19";"43";"normexam";0,9675862
"1472";"19";"44";"normexam";-0,623051
"1473";"19";"35";"normexam";-0,776109
"1474";"19";"34";"normexam";-0,197611
"1475";"19";"38";"normexam";0,4026692
"1476";"19";"36";"normexam";-0,129085
"1477";"19";"37";"normexam";0,4781942
"1478";"19";"33";"normexam";-0,197611
"1479";"19";"54";"normexam";0,0043222
"1480";"19";"52";"normexam";0,2613242
"1481";"19";"55";"normexam";0,5443412
"1482";"19";"46";"normexam";0,4026692
"1483";"19";"51";"normexam";1,1094382
"1484";"19";"6";"normexam";NA
"1485";"19";"18";"normexam";0,6787592
"1486";"19";"15";"normexam";0,7472282
"1487";"19";"21";"normexam";-0,699505
"1488";"19";"19";"normexam";-0,776109
"1489";"19";"20";"normexam";1,5792202
"1490";"19";"9";"normexam";-1,219486
"1491";"19";"7";"normexam";-0,623051
"1492";"19";"13";"normexam";1,7348992
"1493";"19";"12";"normexam";0,0735362
"1494";"19";"11";"normexam";0,4026692
"1495";"19";"31";"normexam";0,5443412
"1496";"19";"23";"normexam";-1,526653
"1497";"19";"30";"normexam";1,6618062
"1498";"19";"28";"normexam";0,2613242
"1499";"19";"29";"normexam";-0,699505
"1500";"20";"28";"normexam";-0,939378
"1501";"20";"51";"normexam";0,8965662
"1502";"20";"52";"normexam";0,1941492
"1503";"20";"45";"normexam";NA
"1504";"20";"44";"normexam";-0,265159
"1505";"20";NA;"normexam";1,2405332
"1506";"20";"53";"normexam";-0,623051
"1507";"20";"55";"normexam";1,8138272
"1508";"20";"54";"normexam";0,0735362
"1509";"20";"58";"normexam";NA
"1510";"20";"34";"normexam";1,3747412
"1511";"20";"35";"normexam";-2,291731
"1512";"20";"30";"normexam";-0,062088
"1513";"20";"29";"normexam";1,3101422
"1514";"20";"43";"normexam";-0,419801
"1515";"20";"42";"normexam";0,0735362
"1516";"20";"38";"normexam";0,5443412
"1517";"20";"40";"normexam";1,3101422
"1518";"20";"39";"normexam";-0,129085
"1519";"20";"1";"normexam";-0,197611
"1520";"20";"22";"normexam";1,1094382
"1521";"20";"18";"normexam";1,0396082
"1522";"20";"24";"normexam";-0,265159
"1523";"20";"26";"normexam";-0,338842
"1524";"20";"27";"normexam";0,1340672
"1525";"20";"8";"normexam";1,6618062
"1526";"20";"16";"normexam";NA
"1527";"20";"10";"normexam";1,2405332
"1528";"20";"15";"normexam";0,6787592
"1529";"20";"60";"normexam";1,2405332
"1530";"20";"65";"normexam";1,5792202
"1531";"20";"69";"normexam";0,1941492
"1532";"20";"64";"normexam";0,6107292
"1533";"20";"63";"normexam";1,2405332
"1534";"20";"77";"normexam";0,8965662
"1535";"20";"76";"normexam";1,0396082
"1536";"20";"70";"normexam";-0,197611
"1537";"20";"74";"normexam";0,9675862
"1538";"20";"72";"normexam";0,3280722
"1539";"21";"31";"normexam";-0,419801
"1540";"21";"30";"normexam";0,6787592
"1541";"21";"32";"normexam";0,7472282
"1542";"21";"34";"normexam";-0,338842
"1543";"21";"29";"normexam";-0,492781
"1544";"21";"27";"normexam";0,3280722
"1545";"21";"28";"normexam";0,3280722
"1546";"21";"25";"normexam";0,6107292
"1547";"21";"44";"normexam";0,4026692
"1548";"21";"43";"normexam";0,4026692
"1549";"21";"45";"normexam";1,1094382
"1550";"21";"46";"normexam";-0,062088
"1551";"21";"36";"normexam";1,3101422
"1552";"21";"37";"normexam";1,4395322
"1553";"21";"42";"normexam";0,4026692
"1554";"21";"38";"normexam";1,1758492
"1555";"21";"41";"normexam";1,9003352
"1556";"21";"47";"normexam";0,0043222
"1557";"21";"8";"normexam";1,1758492
"1558";"21";"7";"normexam";NA
"1559";"21";"9";"normexam";1,1094382
"1560";"21";"10";"normexam";0,6107292
"1561";"21";"11";"normexam";-0,338842
"1562";"21";"2";"normexam";-1,029067
"1563";"21";"3";"normexam";1,7348992
"1564";"21";"4";"normexam";0,1340672
"1565";"21";"23";"normexam";1,1758492
"1566";"21";"20";"normexam";1,9003352
"1567";"21";"19";"normexam";0,4026692
"1568";"21";"21";"normexam";-0,699505
"1569";"21";"22";"normexam";0,0043222
"1570";"21";"12";"normexam";0,5443412
"1571";"21";"15";"normexam";0,2613242
"1572";"21";"14";"normexam";0,8965662
"1573";"21";"18";"normexam";1,1094382
"1574";"21";"16";"normexam";1,3747412
"1575";"21";"1";"normexam";0,7472282
"1576";"21";"76";"normexam";-0,197611
"1577";"21";"75";"normexam";-1,118624
"1578";"21";"79";"normexam";1,4395322
"1579";"21";"80";"normexam";1,1094382
"1580";"21";"70";"normexam";0,0735362
"1581";"21";"74";"normexam";-1,219486
"1582";"21";"72";"normexam";0,6787592
"1583";"21";"73";"normexam";-0,265159
"1584";"21";"69";"normexam";1,2405332
"1585";"21";"88";"normexam";-0,197611
"1586";"21";"87";"normexam";0,9675862
"1587";"21";"91";"normexam";-0,492781
"1588";"21";"92";"normexam";-1,62373
"1589";"21";"82";"normexam";0,8965662
"1590";"21";"83";"normexam";0,2613242
"1591";"21";"86";"normexam";0,4026692
"1592";"21";"84";"normexam";0,1941492
"1593";"21";"48";"normexam";0,0043222
"1594";"21";"54";"normexam";0,0735362
"1595";"21";"53";"normexam";0,0043222
"1596";"21";"55";"normexam";-0,623051
"1597";"21";"56";"normexam";1,1094382
"1598";"21";"57";"normexam";0,1941492
"1599";"21";"49";"normexam";1,3747412
"1600";"21";"52";"normexam";0,1941492
"1601";"21";"50";"normexam";0,4026692
"1602";"21";"51";"normexam";-0,129085
"1603";"21";"67";"normexam";-0,062088
"1604";"21";"65";"normexam";1,5061852
"1605";"21";"64";"normexam";0,4026692
"1606";"21";"66";"normexam";0,6787592
"1607";"21";"60";"normexam";0,0043222
"1608";"21";"59";"normexam";1,5792202
"1609";"21";"63";"normexam";-0,265159
"1610";"21";"61";"normexam";-0,197611
"1611";"21";"62";"normexam";-0,338842
"1612";"22";"30";"normexam";-0,265159
"1613";"22";"37";"normexam";1,7348992
"1614";"22";"39";"normexam";-1,526653
"1615";"22";"32";"normexam";0,8965662
"1616";"22";"34";"normexam";-0,129085
"1617";"22";"40";"normexam";-0,419801
"1618";"22";"21";"normexam";NA
"1619";"22";"22";"normexam";0,2613242
"1620";"22";"20";"normexam";0,3280722
"1621";"22";"28";"normexam";0,3280722
"1622";"22";"23";"normexam";-0,265159
"1623";"22";"24";"normexam";-1,118624
"1624";"22";"19";"normexam";-0,623051
"1625";"22";"62";"normexam";-1,335315
"1626";"22";"59";"normexam";-0,338842
"1627";"22";"58";"normexam";-0,776109
"1628";"22";"67";"normexam";0,8219882
"1629";"22";"64";"normexam";-0,492781
"1630";"22";"66";"normexam";-1,118624
"1631";"22";"41";"normexam";0,9675862
"1632";"22";"46";"normexam";0,6107292
"1633";"22";"43";"normexam";-1,526653
"1634";"22";"53";"normexam";-0,555112
"1635";"22";"48";"normexam";-0,492781
"1636";"22";"49";"normexam";-0,062088
"1637";"22";NA;"normexam";0,5443412
"1638";"22";"4";"normexam";-1,335315
"1639";"22";"7";"normexam";0,5443412
"1640";"22";"2";"normexam";0,6107292
"1641";"22";"1";"normexam";0,0043222
"1642";"22";"18";"normexam";-0,129085
"1643";"22";"12";"normexam";-0,062088
"1644";"22";"13";"normexam";0,1941492
"1645";"22";"11";"normexam";-0,419801
"1646";"22";"17";"normexam";-0,555112
"1647";"22";"15";"normexam";0,1941492
"1648";"22";"16";"normexam";0,4026692
"1649";"22";"10";"normexam";-1,836687
"1650";"22";"137";"normexam";-0,492781
"1651";"22";"135";"normexam";-2,291731
"1652";"22";"134";"normexam";-1,118624
"1653";"22";"144";"normexam";-0,776109
"1654";"22";"140";"normexam";-0,492781
"1655";"22";"143";"normexam";-0,939378
"1656";"22";"141";"normexam";-0,85267
"1657";"22";"123";"normexam";-0,623051
"1658";"22";"124";"normexam";1,4395322
"1659";"22";"122";"normexam";-0,939378
"1660";"22";"133";"normexam";-0,85267
"1661";"22";"131";"normexam";-0,85267
"1662";"22";"127";"normexam";-0,623051
"1663";"22";"129";"normexam";-1,836687
"1664";"22";"121";"normexam";-0,197611
"1665";"22";"169";"normexam";-0,776109
"1666";"22";"170";"normexam";-1,438662
"1667";"22";"171";"normexam";-0,197611
"1668";"22";"148";"normexam";1,2405332
"1669";"22";"154";"normexam";-1,962075
"1670";"22";"155";"normexam";-0,939378
"1671";"22";"153";"normexam";-0,939378
"1672";"22";"165";"normexam";-0,419801
"1673";"22";NA;"normexam";-0,939378
"1674";"22";"159";"normexam";-1,526653
"1675";"22";"161";"normexam";-1,526653
"1676";"22";"160";"normexam";0,6107292
"1677";"22";"69";"normexam";-2,291731
"1678";"22";"82";"normexam";0,3280722
"1679";"22";"81";"normexam";0,1941492
"1680";"22";"80";"normexam";-0,338842
"1681";"22";"89";"normexam";-1,962075
"1682";"22";"85";"normexam";-0,699505
"1683";"22";"87";"normexam";-2,510121
"1684";"22";"86";"normexam";-1,219486
"1685";"22";"90";"normexam";-0,419801
"1686";"22";"71";"normexam";-0,419801
"1687";"22";"70";"normexam";0,9675862
"1688";"22";"76";"normexam";-0,129085
"1689";"22";"120";"normexam";-0,338842
"1690";"22";"109";"normexam";0,1941492
"1691";"22";"108";"normexam";-0,85267
"1692";"22";"105";"normexam";-2,291731
"1693";"22";"119";"normexam";-0,419801
"1694";"22";"114";"normexam";-2,291731
"1695";"22";"115";"normexam";-1,219486
"1696";"22";"91";"normexam";0,1340672
"1697";"22";"97";"normexam";0,0735362
"1698";"22";"93";"normexam";0,0735362
"1699";"22";"92";"normexam";-1,335315
"1700";"22";"104";"normexam";-1,335315
"1701";"22";"103";"normexam";0,0735362
"1702";"23";"50";"normexam";0,3280722
"1703";"23";"29";"normexam";-2,291731
"1704";"23";"31";"normexam";-0,85267
"1705";"23";"37";"normexam";-0,555112
"1706";"23";NA;"normexam";-1,029067
"1707";"23";"34";"normexam";0,7472282
"1708";"23";"33";"normexam";-0,338842
"1709";"23";"22";"normexam";-1,723882
"1710";"23";"64";"normexam";0,5443412
"1711";"23";"63";"normexam";-0,555112
"1712";"23";"71";"normexam";0,7472282
"1713";"23";"78";"normexam";-0,776109
"1714";"23";"73";"normexam";0,6107292
"1715";"23";"54";"normexam";-2,108644
"1716";"23";"53";"normexam";-2,75266
"1717";"23";"61";"normexam";0,7472282
"1718";"23";"60";"normexam";-0,776109
"1719";"23";"57";"normexam";-1,029067
"1720";"23";"59";"normexam";-1,029067
"1721";"23";"58";"normexam";-0,062088
"1722";"23";"15";"normexam";-0,338842
"1723";"23";"16";"normexam";-2,291731
"1724";"23";"13";"normexam";-0,939378
"1725";"23";"19";"normexam";-0,338842
"1726";"23";"17";"normexam";-2,510121
"1727";"23";"18";"normexam";0,8219882
"1728";"23";"11";"normexam";-1,962075
"1729";"23";"1";"normexam";-0,939378
"1730";"24";"61";"normexam";0,2613242
"1731";"24";"66";"normexam";1,9003352
"1732";"24";"60";"normexam";-0,197611
"1733";"24";"73";"normexam";0,8965662
"1734";"24";"72";"normexam";0,1941492
"1735";"24";"74";"normexam";1,4395322
"1736";"24";"75";"normexam";NA
"1737";"24";"70";"normexam";-1,219486
"1738";"24";"76";"normexam";-0,555112
"1739";"24";"44";"normexam";-0,129085
"1740";"24";"37";"normexam";0,9675862
"1741";"24";"59";"normexam";1,7348992
"1742";"24";"54";"normexam";-0,265159
"1743";"24";"56";"normexam";-0,492781
"1744";"24";"57";"normexam";0,0043222
"1745";"24";"47";"normexam";-1,438662
"1746";"24";"48";"normexam";1,5061852
"1747";"24";"53";"normexam";0,2613242
"1748";"24";"49";"normexam";1,8138272
"1749";"24";"51";"normexam";0,4781942
"1750";"24";"36";"normexam";-2,510121
"1751";"24";"105";"normexam";-0,419801
"1752";"24";"106";"normexam";0,4781942
"1753";"24";"107";"normexam";0,0735362
"1754";"24";"102";"normexam";-0,699505
"1755";"24";"86";"normexam";-0,85267
"1756";"24";"87";"normexam";0,5443412
"1757";"24";"88";"normexam";-0,699505
"1758";"24";"97";"normexam";-1,526653
"1759";"24";"16";"normexam";0,6107292
"1760";"24";"33";"normexam";-0,776109
"1761";"24";"27";"normexam";-0,555112
"1762";"24";"15";"normexam";-0,939378
"1763";"24";"12";"normexam";1,0396082
"1764";"24";"11";"normexam";0,7472282
"1765";"24";"6";"normexam";0,6107292
"1766";"24";"10";"normexam";-1,118624
"1767";"25";"141";"normexam";-0,85267
"1768";"25";"139";"normexam";-0,338842
"1769";"25";"142";"normexam";0,1941492
"1770";"25";"132";"normexam";-0,129085
"1771";"25";"138";"normexam";0,0043222
"1772";"25";"137";"normexam";-0,197611
"1773";"25";"143";"normexam";-0,492781
"1774";"25";"106";"normexam";0,8219882
"1775";"25";"105";"normexam";-0,338842
"1776";"25";"108";"normexam";-1,219486
"1777";"25";"109";"normexam";-0,85267
"1778";"25";"93";"normexam";0,0735362
"1779";"25";"91";"normexam";0,1340672
"1780";"25";"104";"normexam";-0,129085
"1781";"25";"95";"normexam";-0,265159
"1782";"25";"102";"normexam";-1,836687
"1783";"25";"131";"normexam";0,4781942
"1784";"25";"127";"normexam";-2,510121
"1785";"25";"126";"normexam";-3,059543
"1786";"25";"128";"normexam";-3,059543
"1787";"25";"130";"normexam";-0,623051
"1788";"25";"110";"normexam";-1,723882
"1789";"25";"112";"normexam";0,5443412
"1790";"25";"119";"normexam";-1,723882
"1791";"25";"144";"normexam";-0,265159
"1792";"25";"151";"normexam";-1,335315
"1793";"25";"149";"normexam";-1,118624
"1794";"25";"152";"normexam";0,1941492
"1795";"25";"148";"normexam";-0,062088
"1796";"25";"146";"normexam";NA
"1797";"25";"163";"normexam";-0,197611
"1798";"25";"162";"normexam";-0,85267
"1799";"25";"168";"normexam";-1,118624
"1800";"25";"155";"normexam";-0,776109
"1801";"25";"156";"normexam";0,3280722
"1802";"25";"160";"normexam";-0,197611
"1803";"25";"158";"normexam";-0,85267
"1804";"25";NA;"normexam";-0,338842
"1805";"25";"4";"normexam";-0,419801
"1806";"25";"13";"normexam";-0,699505
"1807";"25";"12";"normexam";-0,699505
"1808";"25";"26";"normexam";-1,723882
"1809";"25";"5";"normexam";0,2613242
"1810";"25";"6";"normexam";-0,338842
"1811";"25";"9";"normexam";0,0735362
"1812";"25";"27";"normexam";-0,555112
"1813";"25";"64";"normexam";-0,776109
"1814";"25";"66";"normexam";-0,555112
"1815";"25";"67";"normexam";-0,062088
"1816";"25";"57";"normexam";0,6107292
"1817";"25";"59";"normexam";-0,129085
"1818";"25";"58";"normexam";-0,623051
"1819";"25";"56";"normexam";-0,939378
"1820";"25";"80";"normexam";0,6787592
"1821";"25";"83";"normexam";-0,699505
"1822";"25";"68";"normexam";0,3280722
"1823";"25";"70";"normexam";-1,118624
"1824";"25";"75";"normexam";-0,265159
"1825";"25";"74";"normexam";-0,699505
"1826";"25";"28";"normexam";-3,059543
"1827";"25";"38";"normexam";-0,419801
"1828";"25";"39";"normexam";0,4026692
"1829";"25";"40";"normexam";-0,419801
"1830";"25";"29";"normexam";-0,939378
"1831";"25";"33";"normexam";-1,723882
"1832";"25";"30";"normexam";-0,555112
"1833";"25";"55";"normexam";-0,623051
"1834";"25";"51";"normexam";-1,526653
"1835";"25";"47";"normexam";0,0735362
"1836";"25";"52";"normexam";-1,219486
"1837";"25";"42";"normexam";-1,219486
"1838";"25";"46";"normexam";-2,510121
"1839";"25";"45";"normexam";0,1340672
"1840";"26";"41";"normexam";-0,623051
"1841";"26";"42";"normexam";0,1941492
"1842";"26";"32";"normexam";1,0396082
"1843";"26";"31";"normexam";-0,129085
"1844";"26";"35";"normexam";0,0735362
"1845";"26";"34";"normexam";0,4026692
"1846";"26";"57";"normexam";0,1941492
"1847";"26";"55";"normexam";-0,939378
"1848";"26";"53";"normexam";-0,197611
"1849";"26";"58";"normexam";0,7472282
"1850";"26";"61";"normexam";-0,939378
"1851";"26";"44";"normexam";-2,108644
"1852";"26";"46";"normexam";-0,699505
"1853";"26";"45";"normexam";-1,219486
"1854";"26";"51";"normexam";0,4026692
"1855";"26";"2";"normexam";0,6787592
"1856";"26";"14";"normexam";-0,492781
"1857";"26";"12";"normexam";-0,492781
"1858";"26";"11";"normexam";1,0396082
"1859";"26";"15";"normexam";0,1340672
"1860";"26";"5";"normexam";0,0735362
"1861";"26";"4";"normexam";-1,438662
"1862";"26";"9";"normexam";0,1340672
"1863";"26";"8";"normexam";-0,623051
"1864";"26";"29";"normexam";1,1758492
"1865";"26";"26";"normexam";-0,699505
"1866";"26";"24";"normexam";1,1758492
"1867";"26";"28";"normexam";-1,526653
"1868";"26";"18";"normexam";0,1941492
"1869";"26";"19";"normexam";0,8219882
"1870";"26";"21";"normexam";-1,219486
"1871";"26";"22";"normexam";-0,419801
"1872";"26";"62";"normexam";-1,219486
"1873";"26";"148";"normexam";-1,219486
"1874";"26";"150";"normexam";-0,419801
"1875";"26";"149";"normexam";-0,419801
"1876";"26";"147";"normexam";-1,219486
"1877";"26";"96";"normexam";0,6107292
"1878";"26";"95";"normexam";-0,197611
"1879";"26";"97";"normexam";-0,419801
"1880";"26";"90";"normexam";-0,492781
"1881";"26";"93";"normexam";-1,029067
"1882";"26";"92";"normexam";-1,219486
"1883";"26";"107";"normexam";-0,265159
"1884";"26";"106";"normexam";-0,492781
"1885";"26";"108";"normexam";-1,335315
"1886";"26";"101";"normexam";-0,85267
"1887";"26";"102";"normexam";0,1340672
"1888";"26";"110";"normexam";-0,492781
"1889";"26";"73";"normexam";-1,62373
"1890";"26";"72";"normexam";0,0043222
"1891";"26";"76";"normexam";-0,419801
"1892";"26";"69";"normexam";0,4781942
"1893";"26";"67";"normexam";-0,419801
"1894";"26";"87";"normexam";0,7472282
"1895";"26";"85";"normexam";0,1941492
"1896";"26";"83";"normexam";-1,962075
"1897";"26";"78";"normexam";-0,555112
"1898";"26";"79";"normexam";0,4781942
"1899";"26";"81";"normexam";-0,338842
"1900";"26";"80";"normexam";0,4026692
"1901";"26";"128";"normexam";-1,526653
"1902";"26";"130";"normexam";1,5792202
"1903";"26";"131";"normexam";-0,492781
"1904";"26";"124";"normexam";NA
"1905";"26";"127";"normexam";0,4026692
"1906";"26";"126";"normexam";0,6787592
"1907";"26";"122";"normexam";-2,75266
"1908";"26";"144";"normexam";-0,776109
"1909";"26";"138";"normexam";-1,335315
"1910";"26";"136";"normexam";-2,108644
"1911";"26";"120";"normexam";-0,197611
"1912";"26";"119";"normexam";-0,776109
"1913";"26";"115";"normexam";-0,776109
"1914";"26";"118";"normexam";-1,438662
"1915";"27";"9";"normexam";1,3101422
"1916";"27";"10";"normexam";0,0043222
"1917";"27";"1";"normexam";0,2613242
"1918";"27";"3";"normexam";0,5443412
"1919";"27";"12";"normexam";-2,291731
"1920";"27";"13";"normexam";-0,062088
"1921";"27";"69";"normexam";-0,699505
"1922";"27";"67";"normexam";-1,723882
"1923";"27";"66";"normexam";0,0735362
"1924";"27";"70";"normexam";0,3280722
"1925";"27";"73";"normexam";0,4026692
"1926";"27";"82";"normexam";-1,029067
"1927";"27";"49";"normexam";-0,85267
"1928";"27";"50";"normexam";0,7472282
"1929";"27";"47";"normexam";-0,197611
"1930";"27";"60";"normexam";0,7472282
"1931";"27";"59";"normexam";-1,029067
"1932";"27";"52";"normexam";-1,526653
"1933";"27";"58";"normexam";-1,029067
"1934";"27";"106";"normexam";0,1340672
"1935";"27";"110";"normexam";-1,029067
"1936";"27";"103";"normexam";0,6787592
"1937";"27";"112";"normexam";-0,062088
"1938";"27";"113";"normexam";-0,85267
"1939";"27";"84";"normexam";-0,062088
"1940";"27";"85";"normexam";-1,118624
"1941";"27";"99";"normexam";0,0735362
"1942";"27";"96";"normexam";0,5443412
"1943";"27";"92";"normexam";-0,699505
"1944";"27";"94";"normexam";1,3747412
"1945";"27";"93";"normexam";-0,419801
"1946";"27";"26";"normexam";-1,118624
"1947";"27";"15";"normexam";-1,526653
"1948";"27";"17";"normexam";-0,623051
"1949";"27";"38";"normexam";-1,335315
"1950";"27";"34";"normexam";-1,438662
"1951";"27";"37";"normexam";0,1941492
"1952";"27";"31";"normexam";-0,265159
"1953";"27";"30";"normexam";0,7472282
"1954";"28";"2";"normexam";-1,029067
"1955";"28";"4";"normexam";-0,939378
"1956";"28";"3";"normexam";0,1941492
"1957";"28";"8";"normexam";-0,85267
"1958";"28";"9";"normexam";-0,419801
"1959";"28";"1";"normexam";NA
"1960";"28";"10";"normexam";-0,623051
"1961";"28";"69";"normexam";0,0043222
"1962";"28";"71";"normexam";-1,836687
"1963";"28";"66";"normexam";-1,219486
"1964";"28";"65";"normexam";-0,419801
"1965";"28";NA;"normexam";-1,335315
"1966";"28";"72";"normexam";-0,623051
"1967";"28";"73";"normexam";-0,776109
"1968";"28";"77";"normexam";-1,438662
"1969";"28";"57";"normexam";-1,118624
